,district,vendor,price,pricePerMeter,originalFlatId,area,market,floatFloor,roomsNumber,buildingMaterial,constructionYear,heating,condition,floorsNumber,availableDate,typeOfBuilding,elevator,snapshotDate
119,Rembertów,https://www.otodom.pl/shop/zewnetrzne-biuro-sprzedazy-dewelopera-IDqycR/,465514,8200,4bvju,"56,77",pierwotny,1,3,nieznany,2022,miejskie,do wykończenia,5,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-01"">2021-04-01</div></div>",blok,yes,2021-05-29
120,Wola,nieznany,399900,14282,4arg2,28,wtórny,5,2,wielka płyta,1975,miejskie,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
121,Żoliborz,https://www.otodom.pl/shop/metrohouse-plac-grzybowski-IDqzcY/,722000,18232,4bKEO,"39,60",wtórny,parter,2,inne,2016,miejskie,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
122,Praga-Południe,nieznany,595000,11019,4avDg,54,wtórny,2,2,nieznany,2007,miejskie,do zamieszkania,3,2021-02-17,apartamentowiec,yes,2021-05-29
123,Białołęka,nieznany,519000,7655,4bEnb,"67,80",wtórny,3,3,pustak,2012,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
124,Śródmieście,https://www.otodom.pl/shop/urszula-karczewska-agencja-nieruchomosci-IDwRoh/,380000,13869,4bEQq,"27,40",wtórny,2,1,wielka płyta,1972,miejskie,do remontu,15,2021-02-17,blok,yes,2021-05-29
125,Żoliborz,https://www.otodom.pl/shop/md-home-nieruchomosci-IDwzyj/,1455000,15989,4bKE2,91,wtórny,5,4,nieznany,2014,nieznane,nieznany,6,2021-02-17,apartamentowiec,yes,2021-05-29
126,Śródmieście,https://www.otodom.pl/shop/metrohouse-plac-grzybowski-IDqzcY/,1100000,15942,4bKE1,69,wtórny,1,3,cegła,1950,miejskie,do zamieszkania,7,2021-02-17,kamienica,yes,2021-05-29
127,Mokotów,nieznany,1120000,14933,4bKDG,75,wtórny,4,4,cegła,2016,miejskie,do zamieszkania,5,2021-02-17,apartamentowiec,yes,2021-05-29
128,Śródmieście,https://www.otodom.pl/shop/metrohouse-plac-grzybowski-IDqzcY/,764000,13942,4bKDF,"54,80",wtórny,2,2,inne,2000,miejskie,do zamieszkania,8,2021-02-17,apartamentowiec,yes,2021-05-29
129,Bemowo,https://www.otodom.pl/shop/bered-nieruchomosci-IDv0Rl/,590000,9365,4bKDE,63,wtórny,5,2,nieznany,2006,miejskie,nieznany,8,2021-02-17,blok,yes,2021-05-29
130,Wesoła,https://www.otodom.pl/shop/lloyd-properties-ID4haB/,445000,9069,4bKDA,"49,07",wtórny,2,2,cegła,2009,inne,do remontu,2,2021-02-17,dom wolnostojący,yes,2021-05-29
131,Bielany,https://www.otodom.pl/shop/manzil-sp-z-o-o-IDqB0I/,1349000,13146,4bKBf,"102,62",wtórny,2,4,nieznany,2013,nieznane,do zamieszkania,6,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-01"">2021-04-01</div></div>",nieznany,yes,2021-05-29
132,Mokotów,https://www.otodom.pl/shop/metrohouse-plac-grzybowski-IDqzcY/,569000,13878,4bKDg,41,wtórny,4,2,cegła,1952,miejskie,do zamieszkania,5,2021-02-17,kamienica,yes,2021-05-29
133,Ochota,https://koloseum-nieruchomosci.otodom.pl,399500,8500,4bKDa,47,wtórny,4,3,wielka płyta,1977,miejskie,do remontu,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
134,Białołęka,nieznany,379000,9024,4bKD4,42,wtórny,2,2,cegła,2006,miejskie,nieznany,2,2021-02-17,blok,yes,2021-05-29
135,Wola,nieznany,925000,13065,4bgXa,"70,80",wtórny,1,3,pustak,2008,miejskie,do zamieszkania,8,2021-02-17,apartamentowiec,yes,2021-05-29
136,Śródmieście,nieznany,719000,17537,4bIlV,41,wtórny,5,2,cegła,1952,miejskie,do zamieszkania,7,2021-02-17,kamienica,yes,2021-05-29
137,Praga-Południe,https://www.otodom.pl/shop/zewnetrzne-biuro-sprzedazy-dewelopera-IDqycR/,600787,9243,4bvcE,65,pierwotny,1,3,nieznany,2021,miejskie,do wykończenia,5,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2020-07-01"">2020-07-01</div></div>",blok,yes,2021-05-29
138,Wola,https://www.otodom.pl/shop/zewnetrzne-biuro-sprzedazy-dewelopera-IDqycR/,780252,9365,4bDDd,"83,32",pierwotny,1,4,nieznany,2021,miejskie,do wykończenia,8,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-05-15"">2022-05-15</div></div>",blok,yes,2021-05-29
139,Mokotów,nieznany,449000,14031,4bIlE,32,wtórny,5,2,cegła,2021,miejskie,do zamieszkania,0,2021-02-17,blok,yes,2021-05-29
140,Bielany,nieznany,625000,10965,4bgVd,57,wtórny,2,3,nieznany,1970,miejskie,do zamieszkania,8,2021-02-17,nieznany,yes,2021-05-29
141,Wola,nieznany,910000,12745,4bIlD,"71,40",wtórny,1,3,cegła,2010,miejskie,do zamieszkania,10,2021-02-17,apartamentowiec,yes,2021-05-29
142,Mokotów,https://www.otodom.pl/shop/zewnetrzne-biuro-sprzedazy-dewelopera-IDqycR/,552576,12613,4bJfG,"43,81",pierwotny,3,2,nieznany,2020,miejskie,do wykończenia,7,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-25"">2021-05-25</div></div>",blok,yes,2021-05-29
143,Praga-Południe,nieznany,508000,12609,4brjZ,"40,29",wtórny,2,2,nieznany,2021,nieznane,do wykończenia,3,2021-02-17,apartamentowiec,yes,2021-05-29
144,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,"655104,20",7870,4bKBI,"83,24",pierwotny,3,4,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
145,Wesoła,nieznany,490000,6918,4bKBl,"70,83",pierwotny,2,2,nieznany,2019,gazowe,do wykończenia,2,2021-02-17,kamienica,yes,2021-05-29
146,Białołęka,https://www.otodom.pl/shop/zewnetrzne-biuro-sprzedazy-dewelopera-IDqycR/,490257,9130,4bve6,"53,70",pierwotny,1,3,nieznany,2022,miejskie,do wykończenia,5,2021-02-17,blok,yes,2021-05-29
147,Praga-Południe,https://www.otodom.pl/shop/modern-town-IDwkb8/,635000,9203,4bKBB,69,wtórny,6,4,nieznany,2021,miejskie,do zamieszkania,0,2021-02-17,blok,yes,2021-05-29
148,Białołęka,https://www.otodom.pl/shop/zewnetrzne-biuro-sprzedazy-dewelopera-IDqycR/,384571,10683,4bokc,36,pierwotny,5,2,nieznany,2022,miejskie,do wykończenia,5,2021-02-17,blok,yes,2021-05-29
149,Włochy,nieznany,670000,7640,4bgW9,"87,70",wtórny,4,4,inne,1995,kotłownia,nieznany,5,2021-02-17,blok,yes,2021-05-29
150,Mokotów,nieznany,570000,12955,4bKBp,44,wtórny,parter,2,cegła,1954,miejskie,do zamieszkania,4,2021-02-17,kamienica,yes,2021-05-29
151,Praga-Południe,nieznany,659000,10460,4bKBj,63,wtórny,> 10,3,wielka płyta,1982,miejskie,do zamieszkania,19,2021-02-17,blok,yes,2021-05-29
152,Bielany,nieznany,550000,14865,4brjj,37,wtórny,4,2,nieznany,2010,miejskie,do zamieszkania,14,2021-02-17,blok,yes,2021-05-29
153,Wola,https://darkpol.otodom.pl,2100000,12353,4bKBm,170,wtórny,3,6,cegła,1999,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
154,Białołęka,https://inwesta.otodom.pl,559000,7963,4bcv9,"70,20",wtórny,1,3,cegła,2003,nieznane,nieznany,3,2021-02-17,apartamentowiec,yes,2021-05-29
155,Praga-Południe,https://braciastrzelczyk.otodom.pl,749000,10549,4bKB5,71,wtórny,1,3,cegła,2021,nieznane,do zamieszkania,3,2021-02-17,nieznany,yes,2021-05-29
156,Praga-Południe,nieznany,829000,13725,4bKAZ,"60,40",pierwotny,5,3,beton,2021,miejskie,do zamieszkania,8,2021-02-17,apartamentowiec,yes,2021-05-29
157,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,652557,7839,4bKB0,"83,24",pierwotny,2,4,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
158,Mokotów,nieznany,599000,11519,4bo3s,52,wtórny,4,3,nieznany,2021,miejskie,nieznany,4,2021-02-17,kamienica,yes,2021-05-29
159,Ursynów,nieznany,520000,11556,494P5,45,wtórny,parter,2,nieznany,2002,nieznane,do zamieszkania,0,2021-02-17,blok,yes,2021-05-29
160,nieznany,nieznany,0,0,4bjz4,0,nieznany,0,0,nieznany,2021,nieznane,nieznany,0,2021-02-17,nieznany,yes,2021-05-29
161,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,"650059,80",7809,4bKAW,"83,24",pierwotny,1,4,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
162,Białołęka,nieznany,495000,9083,43iNJ,"54,50",wtórny,3,2,cegła,2010,kotłownia,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
163,Bemowo,https://www.otodom.pl/shop/milton-house-IDpFOI/,699200,9200,4bKAR,76,pierwotny,3,3,silikat,2021,miejskie,do wykończenia,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-06-30"">2021-06-30</div></div>",blok,yes,2021-05-29
164,Ursynów,https://www.otodom.pl/shop/as-immobilia-sp-z-o-o-IDkEQY/,1160000,14500,4bKAQ,80,wtórny,3,3,cegła,2010,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
165,Ursynów,https://www.otodom.pl/shop/as-immobilia-sp-z-o-o-IDkEQY/,560000,10000,4bKAP,56,wtórny,2,2,cegła,2002,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
166,Praga-Południe,https://www.otodom.pl/shop/as-immobilia-sp-z-o-o-IDkEQY/,879000,6921,4bKAO,127,wtórny,4,5,cegła,1995,miejskie,do zamieszkania,5,2021-02-17,blok,yes,2021-05-29
167,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,"646445,20",7766,4bKAD,"83,24",pierwotny,parter,4,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
168,Bielany,nieznany,360000,13250,4bKAn,"27,17",wtórny,2,1,cegła,1963,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
169,Praga-Południe,https://www.otodom.pl/shop/modern-town-IDwkb8/,365000,16591,4bKAw,22,wtórny,parter,1,nieznany,2021,gazowe,do zamieszkania,0,2021-02-17,kamienica,yes,2021-05-29
170,Mokotów,https://www.otodom.pl/shop/versus-property-group-s-c-ID1ooV/,680000,11930,4bKAr,57,wtórny,2,2,nieznany,2010,nieznane,nieznany,0,2021-02-17,nieznany,yes,2021-05-29
171,Mokotów,nieznany,335000,16750,4bri4,20,wtórny,3,1,pustak,1970,miejskie,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
172,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,"633071,90",7871,4bKAo,"80,43",pierwotny,3,4,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
173,Ursynów,nieznany,540000,8940,4bKzy,"60,40",wtórny,7,3,beton komórkowy,1978,miejskie,do remontu,10,2021-02-17,blok,yes,2021-05-29
174,Wola,nieznany,690000,14731,4bk4K,"46,84",wtórny,1,2,cegła,2007,miejskie,do zamieszkania,5,2021-02-17,blok,yes,2021-05-29
175,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,630659,7841,4bKAg,"80,43",pierwotny,2,4,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
176,Wola,https://N-plus.otodom.pl,748320,12000,4bKAe,"62,36",pierwotny,4,1,nieznany,2021,nieznane,do wykończenia,26,2021-02-17,nieznany,yes,2021-05-29
177,Białołęka,https://N-plus.otodom.pl,428000,9690,4bKAf,"44,17",pierwotny,1,2,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
178,Ursus,https://N-plus.otodom.pl,441000,9587,4bKAd,46,pierwotny,5,2,nieznany,2022,nieznane,do wykończenia,7,2021-02-17,apartamentowiec,yes,2021-05-29
179,Wola,https://N-plus.otodom.pl,750000,10174,4bKAc,"73,72",pierwotny,2,3,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
180,Białołęka,https://N-plus.otodom.pl,577720,8800,4bKAa,"65,65",pierwotny,1,3,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
181,Mokotów,https://N-plus.otodom.pl,435000,14948,4bKA8,"29,10",pierwotny,8,1,nieznany,2022,nieznane,do wykończenia,10,2021-02-17,nieznany,yes,2021-05-29
182,Mokotów,https://N-plus.otodom.pl,592000,10613,4bKA9,"55,78",pierwotny,2,2,nieznany,2022,nieznane,do wykończenia,10,2021-02-17,nieznany,yes,2021-05-29
183,Wola,https://N-plus.otodom.pl,951900,9644,4bKA7,"98,70",pierwotny,1,4,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
184,Bemowo,https://N-plus.otodom.pl,1121265,10210,4bKA6,"109,82",pierwotny,4,4,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
185,Ursus,https://www.otodom.pl/shop/rekomendowane-IDfcgj/,399000,9975,4bKA4,40,pierwotny,0,2,cegła,2021,miejskie,nieznany,4,2021-02-17,blok,yes,2021-05-29
186,Włochy,nieznany,597000,10350,4aYtb,"57,68",wtórny,parter,3,cegła,2015,miejskie,do zamieszkania,5,2021-02-17,blok,yes,2021-05-29
187,Włochy,nieznany,435000,11757,4bw2Q,37,wtórny,parter,2,nieznany,1972,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
188,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,"628246,10",7811,4bKA1,"80,43",pierwotny,1,4,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
189,Bielany,nieznany,599000,10044,4bvnc,"59,64",wtórny,5,3,wielka płyta,1976,miejskie,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
190,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,"630413,90",7838,4bKzP,"80,43",pierwotny,parter,4,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
191,Praga-Południe,https://www.otodom.pl/shop/modern-town-IDwkb8/,720000,12414,4bKzM,58,wtórny,4,3,nieznany,2021,miejskie,do zamieszkania,0,2021-02-17,blok,yes,2021-05-29
192,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,"595261,40",7876,4bKzu,"75,58",pierwotny,3,4,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
193,Bemowo,https://mci.otodom.pl,980000,11329,4bKzk,"86,50",wtórny,1,3,cegła,2008,nieznane,do wykończenia,8,2021-02-17,blok,yes,2021-05-29
194,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,592994,7846,4bKzf,"75,58",pierwotny,2,4,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
195,Ochota,nieznany,1583999,12000,4bKyj,132,wtórny,1,5,cegła,2001,miejskie,do wykończenia,5,2021-02-17,apartamentowiec,yes,2021-05-29
196,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,"590726,60",7816,4bKyl,"75,58",pierwotny,1,4,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
197,Praga-Południe,https://remax.otodom.pl,963000,12506,4bpbY,77,wtórny,5,3,cegła,2004,inne,do zamieszkania,5,2021-02-17,apartamentowiec,yes,2021-05-29
198,Wilanów,https://remax.otodom.pl,1373250,12500,4aYSD,"109,86",wtórny,1,4,nieznany,2006,miejskie,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
199,Włochy,https://www.otodom.pl/shop/piorek-house-IDi7DK/,700000,14000,4bKyg,50,wtórny,parter,3,nieznany,2012,nieznane,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
200,Ursynów,https://alfahome.otodom.pl,509000,14754,4bKyf,"34,50",wtórny,5,2,cegła,2002,miejskie,do zamieszkania,6,2021-02-17,blok,yes,2021-05-29
201,Wola,https://investorius.otodom.pl,490000,11136,4bKy4,44,wtórny,parter,2,nieznany,2021,nieznane,nieznany,3,2021-02-17,nieznany,yes,2021-05-29
202,Wola,nieznany,542800,11800,4bxJt,46,wtórny,5,3,wielka płyta,1979,miejskie,do zamieszkania,7,2021-02-17,blok,yes,2021-05-29
203,mazowieckie,https://portnieruchomosci.otodom.pl,750000,11029,4bKxT,68,wtórny,0,3,nieznany,2021,nieznane,nieznany,0,2021-02-17,nieznany,yes,2021-05-29
204,Praga-Południe,nieznany,399000,15346,4aFbN,26,wtórny,1,1,cegła,1960,miejskie,do zamieszkania,6,2021-02-17,kamienica,yes,2021-05-29
205,Wola,https://www.otodom.pl/shop/bez-prowizji-ID5v1R/,390000,15538,4bKxw,"25,10",wtórny,0,1,nieznany,2021,miejskie,do zamieszkania,0,2021-02-17,blok,yes,2021-05-29
206,Mokotów,https://ip-properties.otodom.pl,1240000,14762,4b5t3,84,wtórny,3,3,inne,2011,miejskie,do zamieszkania,10,2021-02-17,apartamentowiec,yes,2021-05-29
207,Mokotów,nieznany,900000,13353,4b0ad,"67,40",wtórny,6,3,cegła,2004,miejskie,do wykończenia,8,2021-02-17,apartamentowiec,yes,2021-05-29
208,Wola,https://www.otodom.pl/shop/grego-grzegorz-przybylski-IDpFVo/,560000,12174,4bKxp,46,wtórny,3,2,beton komórkowy,1968,miejskie,do remontu,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-28"">2021-05-28</div></div>",blok,yes,2021-05-29
209,Wawer,nieznany,845000,11267,4bEU6,75,wtórny,parter,3,cegła,2008,gazowe,do zamieszkania,1,2021-02-17,szeregowiec,yes,2021-05-29
210,Ursynów,nieznany,626800,10000,4auyL,"62,68",wtórny,3,3,wielka płyta,1984,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
211,Wawer,https://bestdeal.otodom.pl,865000,10963,4bKxl,"78,90",wtórny,1,3,nieznany,2007,inne,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
212,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,496980,8167,4bKxh,"60,85",pierwotny,3,3,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
213,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,"493937,50",8117,4bKx8,"60,85",pierwotny,2,3,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
214,Mokotów,nieznany,1151000,15508,4amlV,"74,22",pierwotny,4,3,żelbet,2020,miejskie,do zamieszkania,8,2021-02-17,apartamentowiec,yes,2021-05-29
215,Ursynów,nieznany,440000,10046,4bKvI,"43,80",wtórny,8,2,wielka płyta,1981,miejskie,do remontu,15,2021-02-17,blok,yes,2021-05-29
216,Śródmieście,nieznany,424000,14133,4bKvM,30,wtórny,1,2,cegła,1900,miejskie,do remontu,5,2021-02-17,kamienica,yes,2021-05-29
217,Bemowo,https://www.otodom.pl/shop/piorek-house-IDi7DK/,670000,13347,4bKvT,"50,20",wtórny,4,2,nieznany,1978,nieznane,do zamieszkania,8,2021-02-17,blok,yes,2021-05-29
218,Mokotów,nieznany,449000,13944,4bIfW,"32,20",wtórny,3,2,wielka płyta,1970,miejskie,do zamieszkania,9,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-27"">2021-05-27</div></div>",blok,yes,2021-05-29
219,Targówek,nieznany,371000,7996,4bKv9,"46,40",wtórny,parter,2,nieznany,1977,miejskie,do remontu,10,2021-02-17,blok,yes,2021-05-29
220,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,490895,8067,4bKvG,"60,85",pierwotny,1,3,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
221,Wola,nieznany,499000,11315,4buzs,"44,10",wtórny,parter,2,nieznany,2021,nieznane,nieznany,4,2021-02-17,kamienica,yes,2021-05-29
222,Bielany,nieznany,499000,13796,4bGkO,"36,17",wtórny,2,2,nieznany,2021,nieznane,nieznany,10,2021-02-17,blok,yes,2021-05-29
223,Mokotów,nieznany,399000,14723,4bGpa,"27,10",wtórny,5,1,nieznany,2021,nieznane,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
224,Wola,nieznany,699000,12897,4bHUx,"54,20",wtórny,2,2,nieznany,2021,nieznane,nieznany,0,2021-02-17,nieznany,yes,2021-05-29
225,Bemowo,nieznany,565000,12336,4bvj1,"45,80",wtórny,parter,3,wielka płyta,1980,miejskie,do zamieszkania,8,2021-02-17,blok,yes,2021-05-29
226,Wola,https://homehunters.otodom.pl,985000,13493,4bKvw,73,wtórny,3,4,cegła,2021,nieznane,nieznany,4,2021-02-17,blok,yes,2021-05-29
227,Wola,https://braciastrzelczyk.otodom.pl,780000,13220,4bKvm,59,wtórny,6,2,cegła,1998,miejskie,do zamieszkania,9,2021-02-17,nieznany,yes,2021-05-29
228,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,"490102,40",8077,4bKvg,"60,68",pierwotny,parter,3,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
229,Ursus,nieznany,325000,10833,4bKv8,30,wtórny,2,1,cegła,1965,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
230,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,486405,8054,4bKwQ,"60,39",pierwotny,1,3,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
231,Wola,https://www.otodom.pl/shop/piorek-house-IDi7DK/,360000,10909,4bKwL,33,wtórny,1,2,nieznany,1956,nieznane,do zamieszkania,3,2021-02-17,kamienica,yes,2021-05-29
232,Ochota,https://www.otodom.pl/shop/g-t-alliance-IDqQmH/,2399000,13410,4bKwJ,"178,89",pierwotny,2,4,silikat,2021,miejskie,do wykończenia,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-30"">2021-04-30</div></div>",apartamentowiec,yes,2021-05-29
233,Wola,https://www.otodom.pl/shop/g-t-alliance-IDqQmH/,1711014,22454,4bKwI,"76,20",pierwotny,> 10,4,inne,2024,miejskie,do wykończenia,29,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2024-09-30"">2024-09-30</div></div>",apartamentowiec,yes,2021-05-29
234,Wawer,https://www.otodom.pl/shop/atal-s-a-IDvsmO/,"489424,50",8104,4bKwE,"60,39",pierwotny,2,3,nieznany,2023,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
235,Bielany,https://investorius.otodom.pl,609000,10628,4bKws,"57,30",wtórny,5,3,nieznany,2021,nieznane,nieznany,10,2021-02-17,nieznany,yes,2021-05-29
236,Mokotów,https://www.otodom.pl/shop/lloyd-properties-ID4haB/,328000,18222,4bKwr,18,wtórny,3,1,wielka płyta,1966,miejskie,do remontu,8,2021-02-17,blok,yes,2021-05-29
237,Targówek,https://investorius.otodom.pl,450000,10321,4bKwp,"43,60",wtórny,8,2,nieznany,2021,nieznane,nieznany,10,2021-02-17,nieznany,yes,2021-05-29
238,Ochota,nieznany,475000,12838,4buYJ,37,wtórny,6,2,wielka płyta,1983,miejskie,do zamieszkania,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-13"">2021-05-13</div></div>",blok,yes,2021-05-29
239,Bemowo,https://www.otodom.pl/shop/lech-nieruchomosci-ID19Do/,837000,12843,4bKwk,"65,17",wtórny,2,3,pustak,2019,miejskie,do zamieszkania,5,2021-02-17,blok,yes,2021-05-29
240,Śródmieście,nieznany,435000,15000,4bKwh,29,wtórny,3,1,cegła,1937,miejskie,do zamieszkania,5,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-06-01"">2021-06-01</div></div>",kamienica,yes,2021-05-29
