,district,vendor,price,pricePerMeter,originalFlatId,area,market,floatFloor,roomsNumber,buildingMaterial,constructionYear,heating,condition,floorsNumber,availableDate,typeOfBuilding,elevator,snapshotDate
11521,Białołęka,https://N-plus.otodom.pl,443600,8872,4bgVq,50,pierwotny,4,2,nieznany,2022,nieznane,do wykończenia,12,2021-02-17,nieznany,yes,2021-05-29
11522,Ursus,https://N-plus.otodom.pl,656000,9156,4bgVl,"71,65",pierwotny,1,4,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
11523,Ursus,https://N-plus.otodom.pl,639000,9608,4bgVn,"66,51",pierwotny,parter,4,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
11524,Ursus,https://N-plus.otodom.pl,396819,10350,4bgVk,"38,34",pierwotny,3,2,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
11525,Ursus,https://N-plus.otodom.pl,545000,8518,4bgVh,"63,98",pierwotny,4,3,nieznany,2022,nieznane,do wykończenia,7,2021-02-17,nieznany,yes,2021-05-29
11526,Białołęka,https://N-plus.otodom.pl,397000,12806,4bgVg,31,pierwotny,parter,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11527,Ursus,https://N-plus.otodom.pl,335000,10926,4bgVf,"30,66",pierwotny,4,1,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
11528,Wola,https://polnocbalicka.otodom.pl,765784,10807,4bgWO,"70,86",pierwotny,2,3,nieznany,2022,miejskie,do wykończenia,8,2021-02-17,apartamentowiec,yes,2021-05-29
11529,Wawer,https://tyzonieruchomosci.otodom.pl,869000,11000,4bgWC,79,wtórny,1,3,nieznany,2007,gazowe,nieznany,3,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2020-05-10"">2020-05-10</div></div>",apartamentowiec,yes,2021-05-29
11530,Śródmieście,https://www.otodom.pl/shop/warsaw-estates-ID7Moc/,1862000,21002,4bgUy,"88,66",wtórny,1,3,cegła,1922,miejskie,do remontu,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-01"">2021-05-01</div></div>",nieznany,yes,2021-05-29
11531,Praga-Południe,https://www.otodom.pl/shop/margo-house-s-c-ID9izE/,535000,8492,4bgUA,63,wtórny,1,3,żelbet,1985,miejskie,do remontu,16,2021-02-17,blok,yes,2021-05-29
11532,Targówek,https://www.otodom.pl/shop/itm-kancelaria-finansowa-sp-z-o-o-IDgMLK/,819000,10920,4bgTc,75,wtórny,> 10,4,nieznany,2002,nieznane,do remontu,11,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-28"">2021-04-28</div></div>",nieznany,yes,2021-05-29
11533,Mokotów,https://www.otodom.pl/shop/landmark-property-IDuG9e/,835000,12463,4aBb6,67,wtórny,parter,2,nieznany,2012,miejskie,do zamieszkania,6,2021-02-17,apartamentowiec,yes,2021-05-29
11534,Ursynów,https://www.otodom.pl/shop/landmark-property-IDuG9e/,955000,12905,49y7U,74,wtórny,4,3,cegła,2019,miejskie,nieznany,4,2021-02-17,blok,yes,2021-05-29
11535,Białołęka,https://koloseum-nieruchomosci.otodom.pl,799000,10513,4bgRX,76,wtórny,6,4,inne,2006,miejskie,do zamieszkania,8,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
11536,Wola,https://koloseum-nieruchomosci.otodom.pl,359000,13808,4akP2,26,wtórny,1,1,cegła,2020,miejskie,nieznany,7,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",apartamentowiec,yes,2021-05-29
11537,Ochota,https://koloseum-nieruchomosci.otodom.pl,410000,11141,4aF7i,"36,80",wtórny,1,2,cegła,1968,miejskie,do zamieszkania,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-06-29"">2021-06-29</div></div>",blok,yes,2021-05-29
11538,Mokotów,https://koloseum-nieruchomosci.otodom.pl,620000,10946,4aOKB,"56,64",wtórny,3,3,inne,2021,miejskie,nieznany,7,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",apartamentowiec,yes,2021-05-29
11539,Śródmieście,https://koloseum-nieruchomosci.otodom.pl,747000,13105,4b8v0,57,wtórny,5,3,nieznany,1972,miejskie,do zamieszkania,15,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
11540,Białołęka,https://www.otodom.pl/shop/j-w-construction-holding-s-a-ID7YEi/,300000,9677,4bghL,31,pierwotny,4,2,cegła,2021,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
11541,Wola,https://www.otodom.pl/sprzedaz/mieszkanie/?search%5Buser_id%5D=3137520,1850000,15599,4arre,"118,60",wtórny,3,4,cegła,2009,miejskie,nieznany,7,2021-02-17,blok,yes,2021-05-29
11542,Bielany,https://www.otodom.pl/shop/as-immobilia-sp-z-o-o-IDkEQY/,499000,10157,4bgQw,"49,13",wtórny,2,3,żelbet,1968,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
11543,Mokotów,https://investor.otodom.pl,935000,12194,4bgPD,"76,68",wtórny,1,3,nieznany,2007,miejskie,do zamieszkania,6,2021-02-17,blok,yes,2021-05-29
11544,Bemowo,https://mci.otodom.pl,590000,11296,4bgPu,"52,23",wtórny,parter,3,nieznany,2009,nieznane,do wykończenia,4,2021-02-17,blok,yes,2021-05-29
11545,Bemowo,https://alfahome.otodom.pl,750000,10233,4bgPp,"73,29",wtórny,parter,3,cegła,2008,miejskie,do zamieszkania,5,2021-02-17,blok,yes,2021-05-29
11546,Wola,https://www.otodom.pl/shop/jagielo-nieruchomosci-IDcDLe/,999000,17435,4bgOS,"57,30",wtórny,10,4,cegła,2019,miejskie,do zamieszkania,13,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-29"">2021-04-29</div></div>",apartamentowiec,yes,2021-05-29
11547,Bielany,https://www.otodom.pl/shop/as-immobilia-sp-z-o-o-IDkEQY/,499000,9784,4bgOq,51,wtórny,9,2,wielka płyta,1978,miejskie,do remontu,11,2021-02-17,blok,yes,2021-05-29
11548,Praga-Południe,https://www.otodom.pl/shop/reals-nieruchomosci-sp-z-o-o-IDgTq0/,370000,14800,4bgMp,25,wtórny,6,1,cegła,2005,miejskie,nieznany,6,2021-02-17,nieznany,yes,2021-05-29
11549,Praga-Północ,https://www.otodom.pl/shop/margo-house-s-c-ID9izE/,430000,14333,4bgLs,30,wtórny,1,2,cegła,1954,miejskie,do zamieszkania,4,2021-02-17,kamienica,yes,2021-05-29
11550,Praga-Południe,https://koloseum-nieruchomosci.otodom.pl,626943,10999,4bgLo,57,wtórny,5,3,inne,1981,miejskie,do zamieszkania,9,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
11551,Bielany,https://koloseum-nieruchomosci.otodom.pl,667900,10602,4bgLl,63,wtórny,4,5,wielka płyta,2021,miejskie,do zamieszkania,11,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
11552,Wola,https://koloseum-nieruchomosci.otodom.pl,875719,18538,4bgLf,"47,24",wtórny,5,2,inne,2009,miejskie,do zamieszkania,22,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",apartamentowiec,yes,2021-05-29
11553,Żoliborz,https://koloseum-nieruchomosci.otodom.pl,610000,12708,4bgL5,48,wtórny,2,3,cegła,1964,miejskie,do zamieszkania,3,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",kamienica,yes,2021-05-29
11554,Mokotów,https://www.otodom.pl/sprzedaz/mieszkanie/?search%5Buser_id%5D=3137520,1000000,10652,4bgKr,"93,88",wtórny,4,3,cegła,2001,miejskie,nieznany,5,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-01"">2021-04-01</div></div>",blok,yes,2021-05-29
11555,Żoliborz,https://moscicki.otodom.pl,420000,11053,4bgKe,38,wtórny,9,2,wielka płyta,1970,miejskie,do remontu,10,2021-02-17,blok,yes,2021-05-29
11556,Praga-Południe,https://www.otodom.pl/shop/metrohouse-muranow-IDeNQI/,2450000,12080,4bgJU,"202,82",wtórny,parter,6,cegła,1994,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
11557,Śródmieście,https://www.otodom.pl/shop/hsh-nieruchomosci-sp-z-o-o-ID2zGI/,499000,13671,4bgJM,"36,50",wtórny,> 10,2,nieznany,2021,nieznane,nieznany,12,2021-02-17,nieznany,yes,2021-05-29
11558,Ursynów,https://www.otodom.pl/shop/pegas-nieruchomosci-sp-z-o-o-IDjcN2/,490710,11000,4bgJD,"44,61",pierwotny,3,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
11559,Targówek,https://www.otodom.pl/shop/prosperity-nieruchomosci-IDemgk/,740000,10882,4bgJd,68,wtórny,3,3,cegła,2003,miejskie,do zamieszkania,5,2021-02-17,blok,yes,2021-05-29
11560,Białołęka,https://estatedealer.otodom.pl,386000,13688,4bgIL,"28,20",wtórny,1,1,nieznany,2019,miejskie,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
11561,Mokotów,https://www.otodom.pl/shop/sgi-sp-z-o-o-IDwspC/,693196,13300,46Jth,"52,12",pierwotny,1,2,nieznany,2020,nieznane,nieznany,3,2021-02-17,apartamentowiec,yes,2021-05-29
11562,Targówek,https://www.otodom.pl/shop/home-invest-sp-z-o-o-IDvbsx/,"724094,83",10266,48dyc,"70,53",pierwotny,parter,3,nieznany,2021,nieznane,nieznany,0,2021-02-17,nieznany,yes,2021-05-29
11563,Wesoła,https://bialelwy.otodom.pl,600000,8696,4bgId,69,wtórny,2,3,nieznany,2019,nieznane,nieznany,2,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-26"">2021-04-26</div></div>",nieznany,yes,2021-05-29
11564,Śródmieście,https://hamiltonmay.otodom.pl,6500000,19817,4bgGE,328,wtórny,> 10,5,nieznany,2008,miejskie,do zamieszkania,16,2021-02-17,apartamentowiec,yes,2021-05-29
11565,Białołęka,https://www.otodom.pl/shop/maxon-nieruchomosci-sp-z-o-o-IDiDsI/,560000,10769,4bgGH,52,wtórny,parter,2,cegła,2015,nieznane,do zamieszkania,3,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-28"">2021-04-28</div></div>",nieznany,yes,2021-05-29
11566,Mokotów,https://www.otodom.pl/shop/uni-group-nieruchomosci-IDfW0j/,1470000,9074,4bgGk,162,wtórny,parter,5,nieznany,2001,miejskie,nieznany,3,2021-02-17,apartamentowiec,yes,2021-05-29
11567,Praga-Południe,https://investorius.otodom.pl,460000,10222,4bgFM,45,wtórny,7,4,nieznany,1969,nieznane,nieznany,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-28"">2021-04-28</div></div>",nieznany,yes,2021-05-29
11568,Praga-Południe,https://investorius.otodom.pl,460000,10222,4bgFM,45,wtórny,7,4,nieznany,1969,nieznane,nieznany,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-28"">2021-04-28</div></div>",nieznany,yes,2021-05-29
11569,Wola,https://flatcare.otodom.pl,554000,14973,4bgFi,37,wtórny,2,2,nieznany,2021,nieznane,nieznany,3,2021-02-17,blok,yes,2021-05-29
11570,Włochy,https://www.otodom.pl/shop/ogrody-invest-sp-z-o-o-IDwfu7/,404250,9514,46hm3,"42,49",pierwotny,4,2,cegła,2020,nieznane,do wykończenia,5,2021-02-17,blok,yes,2021-05-29
11571,Śródmieście,https://www.otodom.pl/shop/bracia-strzelczyk-nieruchomosci-IDvTZ6/,850000,17245,4bgEG,"49,29",wtórny,4,2,cegła,1950,nieznane,do remontu,4,2021-02-17,kamienica,yes,2021-05-29
11572,Ursus,https://N-plus.otodom.pl,431000,9406,4bgEB,"45,82",pierwotny,4,2,cegła,2022,miejskie,do wykończenia,7,2021-02-17,blok,yes,2021-05-29
11573,Ursus,https://N-plus.otodom.pl,445000,9712,4bgEx,"45,82",pierwotny,7,2,cegła,2022,miejskie,do wykończenia,7,2021-02-17,blok,yes,2021-05-29
11574,Mokotów,https://N-plus.otodom.pl,758033,12761,4bgEp,"59,40",pierwotny,10,3,nieznany,2021,nieznane,do wykończenia,10,2021-02-17,apartamentowiec,yes,2021-05-29
11575,Mokotów,https://N-plus.otodom.pl,941100,10503,4bgEc,"89,60",pierwotny,6,4,nieznany,2021,nieznane,do wykończenia,10,2021-02-17,apartamentowiec,yes,2021-05-29
11576,Mokotów,https://N-plus.otodom.pl,896000,12190,4bgEa,"73,50",pierwotny,7,4,nieznany,2021,nieznane,do wykończenia,10,2021-02-17,apartamentowiec,yes,2021-05-29
11577,Białołęka,https://www.otodom.pl/shop/expander-advisors-ID3ICK/,446503,11567,4bgCX,"38,60",pierwotny,1,2,inne,2021,miejskie,do wykończenia,3,2021-02-17,apartamentowiec,yes,2021-05-29
11578,Praga-Południe,https://www.otodom.pl/shop/metrohouse-oddzial-czerniakow-IDnaLu/,2450000,12080,4bgCu,"202,82",wtórny,parter,6,cegła,1994,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
11579,Bemowo,https://www.otodom.pl/shop/metrohouse-oddzial-czerniakow-IDnaLu/,448000,11511,4bgCs,"38,92",wtórny,2,1,pustak,2006,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
11580,Mokotów,https://metrohouse-franchise.otodom.pl,569000,13878,4aQZ0,41,wtórny,4,2,cegła,1952,miejskie,do zamieszkania,5,2021-02-17,kamienica,yes,2021-05-29
11581,Śródmieście,https://www.otodom.pl/shop/metrohouse-oddzial-czerniakow-IDnaLu/,1280000,16623,4bgCr,77,wtórny,3,2,cegła,1898,miejskie,do zamieszkania,4,2021-02-17,kamienica,yes,2021-05-29
11582,Śródmieście,https://www.otodom.pl/shop/akces-nieruchomosci-kaminska-i-sobanski-j-IDfLth/,385000,18744,4bgBR,"20,54",wtórny,5,1,nieznany,1926,nieznane,do remontu,5,2021-02-17,kamienica,yes,2021-05-29
11583,Bemowo,https://tektonproperty.otodom.pl,1188100,8933,47uDI,133,wtórny,1,6,nieznany,1996,nieznane,nieznany,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2020-09-01"">2020-09-01</div></div>",nieznany,yes,2021-05-29
11584,Ursynów,https://metrohouse-franchise.otodom.pl,870000,10463,4bejv,"83,15",wtórny,> 10,3,wielka płyta,1977,miejskie,do zamieszkania,12,2021-02-17,blok,yes,2021-05-29
11585,Ursynów,https://koloseum-nieruchomosci.otodom.pl,1262000,15775,4bgzy,80,wtórny,parter,3,cegła,2008,miejskie,nieznany,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",apartamentowiec,yes,2021-05-29
11586,Mokotów,https://koloseum-nieruchomosci.otodom.pl,489000,12868,4bgzt,38,wtórny,parter,2,nieznany,1978,miejskie,nieznany,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
11587,Praga-Południe,https://koloseum-nieruchomosci.otodom.pl,407949,7999,4bgzn,51,wtórny,parter,2,inne,1988,miejskie,do remontu,6,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
11588,Ursynów,https://koloseum-nieruchomosci.otodom.pl,590000,12826,4bgzg,46,wtórny,3,2,inne,1986,miejskie,do zamieszkania,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
11589,Żoliborz,https://koloseum-nieruchomosci.otodom.pl,960000,17455,4bgzf,55,wtórny,parter,2,cegła,1939,miejskie,do zamieszkania,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",kamienica,yes,2021-05-29
11590,Białołęka,https://nieruchomoscipiorkowski.otodom.pl,437920,8049,4bgyh,"54,41",wtórny,2,3,beton,2021,miejskie,nieznany,2,2021-02-17,nieznany,yes,2021-05-29
11591,Białołęka,https://www.otodom.pl/shop/p-u-p-telka-sp-z-o-o-IDx5QW/,Zapytajocenę,,4apcD,"51,54",pierwotny,1,2,nieznany,2022,nieznane,do wykończenia,0,2021-02-17,blok,yes,2021-05-29
11592,Centrum,https://www.otodom.pl/shop/kodit-io-polska-sp-z-o-o-IDv4pd/,510000,13144,4bgte,"38,80",wtórny,6,2,wielka płyta,1972,miejskie,do remontu,14,2021-02-17,nieznany,yes,2021-05-29
11593,Śródmieście,https://alfahome.otodom.pl,699000,12157,4bgsW,"57,50",wtórny,10,3,nieznany,1977,miejskie,do remontu,13,2021-02-17,blok,yes,2021-05-29
11594,Wola,https://homehunters.otodom.pl,650000,13000,4bgsP,50,wtórny,10,3,wielka płyta,1969,miejskie,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
11595,Ursynów,https://homehunters.otodom.pl,590000,12553,4bgsD,47,wtórny,3,2,nieznany,2021,nieznane,nieznany,4,2021-02-17,nieznany,yes,2021-05-29
11596,Praga-Południe,https://www.otodom.pl/shop/hsh-nieruchomosci-sp-z-o-o-ID2zGI/,699000,11847,4bgpL,59,wtórny,2,2,nieznany,2021,nieznane,nieznany,4,2021-02-17,apartamentowiec,yes,2021-05-29
11597,Wola,https://www.otodom.pl/shop/expander-advisors-ID3ICK/,929232,10096,4bgpb,"92,04",pierwotny,4,4,cegła,2021,miejskie,do wykończenia,8,2021-02-17,apartamentowiec,yes,2021-05-29
11598,Białołęka,https://www.otodom.pl/shop/expander-advisors-ID3ICK/,621848,7699,4bgoT,"80,77",pierwotny,5,4,inne,2021,miejskie,do wykończenia,5,2021-02-17,apartamentowiec,yes,2021-05-29
11599,Ursynów,https://www.otodom.pl/shop/metrohouse-s-a-ID2KiP/,490000,10769,4aBNW,"45,50",wtórny,parter,2,cegła,2002,gazowe,do zamieszkania,2,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-03-20"">2021-03-20</div></div>",blok,yes,2021-05-29
11600,Białołęka,https://amita.otodom.pl,606100,10003,4bgnH,"60,59",pierwotny,8,3,nieznany,2022,nieznane,nieznany,8,2021-02-17,apartamentowiec,yes,2021-05-29
11601,Bielany,https://www.otodom.pl/shop/nieruchomosci-chlebowski-IDaljq/,289000,11844,4bgne,"24,40",wtórny,7,1,wielka płyta,1980,nieznane,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
11602,Ochota,https://www.otodom.pl/shop/lloyd-properties-ID4haB/,669000,10878,4bgmX,"61,50",wtórny,9,2,inne,2000,miejskie,do wykończenia,11,2021-02-17,blok,yes,2021-05-29
11603,Mokotów,https://alfahome.otodom.pl,475000,11310,4aOVw,42,wtórny,8,2,wielka płyta,1979,miejskie,do zamieszkania,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-01"">2021-05-01</div></div>",blok,yes,2021-05-29
11604,Praga-Południe,https://www.otodom.pl/shop/metrohouse-s-a-ID2KiP/,450000,9574,4aZMO,47,wtórny,1,3,żelbet,1968,miejskie,do zamieszkania,3,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-04-15"">2021-04-15</div></div>",blok,yes,2021-05-29
11605,Ursynów,https://www.otodom.pl/shop/metrohouse-sluzewiec-IDlIL6/,1516000,18452,4bglF,"82,16",wtórny,5,2,cegła,2017,miejskie,nieznany,7,2021-02-17,apartamentowiec,yes,2021-05-29
11606,Bielany,https://dmdestate.otodom.pl,477250,11500,4bgl3,"41,50",wtórny,0,2,nieznany,1974,nieznane,do remontu,11,2021-02-17,blok,yes,2021-05-29
11607,Białołęka,https://koloseum-nieruchomosci.otodom.pl,583892,7700,4bgl1,"75,83",pierwotny,5,4,nieznany,2021,miejskie,nieznany,5,2021-02-17,blok,yes,2021-05-29
11608,Białołęka,https://mkwadrato.otodom.pl,568000,8021,4bgkZ,"70,81",wtórny,3,3,nieznany,2020,miejskie,do wykończenia,4,2021-02-17,apartamentowiec,yes,2021-05-29
11609,Białołęka,https://koloseum-nieruchomosci.otodom.pl,524130,9037,4bgkW,58,pierwotny,3,3,nieznany,2022,gazowe,nieznany,4,2021-02-17,blok,yes,2021-05-29
11610,Targówek,https://koloseum-nieruchomosci.otodom.pl,1300000,10000,4bgkR,130,wtórny,4,4,nieznany,2021,inne,nieznany,0,2021-02-17,blok,yes,2021-05-29
11611,Białołęka,https://koloseum-nieruchomosci.otodom.pl,437920,8049,4bgkQ,"54,41",pierwotny,2,3,cegła,2021,miejskie,nieznany,2,2021-02-17,blok,yes,2021-05-29
